,Name of movie,Description,Age rate,Year,Runtime,Genre
646,Black Sheep,An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.,Not Rated,2006,87,"Comedy, Horror, Sci-Fi            "
647,Imagine That,"A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",PG,2009,107,"Comedy, Drama, Family            "
648,Over Her Dead Body,A ghost tries to sabotage her former boyfriend's current relationship with a psychic.,PG-13,2008,95,"Comedy, Fantasy, Romance            "
649,Mad Max Beyond Thunderdome,"After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.",PG-13,1985,107,"Action, Adventure, Sci-Fi            "
650,Coneheads,Aliens with conical crania crash-land on Earth.,PG,1993,88,"Comedy, Sci-Fi            "
651,Lady and the Tramp,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,G,1955,76,"Animation, Adventure, Comedy            "
652,The Butterfly Effect 3: Revelations,Sam Reide uses his power to time travel to solve the mystery of his girlfriend's death.,R,2009,90,"Crime, Sci-Fi, Thriller            "
653,Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",G,2006,97,"Adventure, Comedy, Family            "
654,The Butterfly Effect 2,Nick Larson discovers a supernatural way to alter his life and travel back in time to key moments in his life by looking at photographs.,R,2006,92,"Drama, Sci-Fi, Thriller            "
655,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,PG,1978,116,"Adventure, Horror, Thriller            "
656,Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",PG,2006,118,"Biography, Drama, Sport            "
657,Scooby-Doo 2: Monsters Unleashed,The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,PG,2004,93,"Animation, Adventure, Comedy            "
658,RoboCop 2,"Cyborg law enforcer RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",R,1990,117,"Action, Crime, Sci-Fi            "
659,Mean Machine,A football star jailed for assault leads a group of inmates in a match against prison guards.,R,2001,99,"Comedy, Crime, Drama            "
660,Don't Say a Word,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",R,2001,113,"Drama, Mystery, Thriller            "
661,Garfield,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",PG,2004,80,"Animation, Adventure, Comedy            "
662,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",PG-13,1998,110,"Action, Adventure, Comedy            "
663,Taxi,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,PG-13,2004,97,"Action, Comedy, Crime            "
664,Femme Fatale,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",R,2002,114,"Crime, Drama, Mystery            "
665,Daddy Day Care,"Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.",PG,2003,92,"Comedy, Family            "
666,Blue Streak,A former convict poses as a cop to retrieve a diamond he stole years ago.,PG-13,1999,93,"Action, Comedy, Crime            "
667,The Cat in the Hat,Two bored children have their lives turned upside down when a talking cat comes to visit them.,PG,2003,82,"Adventure, Comedy, Family            "
668,Cats & Dogs,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.",PG,2001,87,"Action, Comedy, Family            "
669,Baise-moi,"Two young women, marginalised by society, go on a destructive tour of sex and violence. Breaking norms and killing men - and shattering the complacency of polite cinema audiences.",Not Rated,2000,77,"Crime, Drama, Thriller            "
670,Beverly Hills Cop II,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",R,1987,100,"Action, Comedy, Crime            "
671,Dragonfly,A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.,PG-13,2002,104,"Drama, Fantasy, Mystery            "
672,Captivity,"A man and a woman awaken to find themselves trapped in a cellar. As their kidnapper drives them mad, the truth about their horrific abduction is revealed.",R,2007,96,"Crime, Horror, Mystery            "
673,Bride of Chucky,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",R,1998,89,"Comedy, Horror            "
674,Cube²: Hypercube,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.",R,2002,94,"Drama, Horror, Mystery            "
675,Ginger Snaps,"Two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.",Not Rated,2000,108,"Drama, Fantasy, Horror            "
676,Strange Wilderness,"With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.",R,2008,87,"Adventure, Comedy            "
677,The Hunted,An FBI deep-woods tracker attempts to capture a trained assassin who has made a sport of hunting humans.,R,2003,94,"Action, Crime, Drama            "
678,Ladder 49,"A firefighter, injured and trapped in a burning building, has flashbacks of his life as he drifts in and out of consciousness. Meanwhile, fellow firefighters led by the Chief attempt to rescue him.",PG-13,2004,115,"Action, Drama, Thriller            "
679,Bulletproof Monk,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world domination.",PG-13,2003,104,"Action, Comedy, Fantasy            "
680,Bean,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,PG-13,1997,89,"Adventure, Comedy, Family            "
681,Jason X,"Jason Voorhees is cryogenically frozen at the beginning of the 21st century, and is discovered in the 25th century and taken to space. He gets thawed, and begins stalking and killing the crew of the spaceship that's transporting him.",R,2001,92,"Action, Horror, Sci-Fi            "
682,Cocoon,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.",PG-13,1985,117,"Comedy, Drama, Sci-Fi            "
683,National Security,Two mismatched security guards are thrown together to bust a smuggling operation.,PG-13,2003,88,"Action, Comedy, Crime            "
684,The Grudge 2,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo.,PG-13,2006,102,"Horror, Thriller            "
685,I Spy,A professional athlete has to help a U.S. government agent recover a missing jet.,PG-13,2002,97,"Action, Adventure, Comedy            "
686,Bubble Boy,Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.,PG-13,2001,84,"Adventure, Comedy, Romance            "
687,Changing Lanes,"A young lawyer and a businessman share a small automobile accident, and their mutual road rage escalates into a feud.",R,2002,98,"Drama, Thriller            "
688,Stuck on You,Conjoined twins from Martha's Vineyard move to Los Angeles so that one of them can pursue an acting career.,PG-13,2003,118,Comedy            
689,Spirit: Stallion of the Cimarron,"A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.",G,2002,83,"Animation, Adventure, Drama            "
690,Show Me Love,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",Not Rated,1998,89,"Comedy, Drama, Romance            "
691,Beverly Hills Ninja,A man tries to rescue a woman with a little help from his half brother.,PG-13,1997,88,"Action, Comedy            "
692,Dragon Wars: D-War,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.",PG-13,2007,107,"Action, Drama, Fantasy            "
693,George of the Jungle,A man raised in the jungle by apes falls in love with a wealthy American heiress.,PG,1997,92,"Action, Adventure, Comedy            "
694,White Noise,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,PG-13,2005,101,"Drama, Horror, Mystery            "
695,Beethoven,"A slobbering St. Bernard becomes the center of attention for a loving family, but must contend with a dog-napping veterinarian and his henchmen.",PG,1992,87,"Comedy, Drama, Family            "
696,Herbie Fully Loaded,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.",G,2005,101,"Adventure, Comedy, Family            "
697,A Nightmare on Elm Street 3: Dream Warriors,A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,R,1987,96,"Fantasy, Horror            "
698,Seed of Chucky,"Chucky and Tiffany are resurrected by their innocent gender-confused daughter, Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.",R,2004,87,"Comedy, Fantasy, Horror            "
699,Bratz,"During their first year of high school, four best girlfriends face off against the domineering student body President, who wants to split them up into different social cliques.",PG,2007,110,"Comedy, Family, Music            "
700,Biker Boyz,A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.,PG-13,2003,110,"Action, Drama            "
701,Exorcist: The Beginning,"Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.",R,2004,114,"Horror, Mystery, Thriller            "
702,Dennis the Menace,"When his parents have to go out of town, Dennis stays with Mr. and Mrs. Wilson. The little menace is driving Mr. Wilson crazy, but Dennis is just trying to be helpful. Even to the thief who's arrived in town.",PG,1993,94,"Comedy, Family            "
703,Boat Trip,"Two straight men mistakenly end up on a ""gays only"" cruise.",R,2002,94,Comedy            
704,Richie Rich,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,PG,1994,95,"Comedy, Family            "
705,Jesus Christ Superstar,"Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",G,1973,106,"Drama, History, Musical            "
706,Eight Legged Freaks,Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.,PG-13,2002,99,"Action, Adventure, Comedy            "
707,The Nutty Professor,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,PG-13,1996,95,"Comedy, Romance, Sci-Fi            "
708,Swimfan,A high school senior with a promising swimming career has a one-night stand with consequences.,PG-13,2002,85,"Drama, Thriller            "
709,A Goofy Movie,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",G,1995,78,"Animation, Adventure, Comedy            "
710,Goal II: Living the Dream,"When Newcastle United soccer star Santiago Muñez (Kuno Becker) is offered a spot with Real Madrid, he accepts, but the move - accompanied by big money and fame - tests his ties and loyalties to family, friends, and business acquaintances.",PG-13,2007,115,"Adventure, Drama, Sport            "
711,Like Mike,"A 13-year-old orphan becomes an NBA superstar after trying on a pair of sneakers with the faded initials ""M.J."" inside.",PG,2002,99,"Comedy, Family, Fantasy            "
712,"Legally Blonde 2: Red, White & Blonde","Elle Woods heads to Washington, D.C. to join the staff of a Representative in order to pass a bill to ban animal testing.",PG-13,2003,95,Comedy            
713,The Karate Kid Part III,"Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business.",PG,1989,112,"Action, Drama, Family            "
714,Beverly Hills Cop III,"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",R,1994,104,"Action, Comedy, Crime            "
715,Doctor Dolittle,A doctor discovers that he can communicate with animals.,PG-13,1998,85,"Comedy, Family, Fantasy            "
716,Jingle All the Way,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.",PG,1996,89,"Adventure, Comedy, Family            "
717,Jeepers Creepers 2,"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.",R,2003,104,Horror            
718,Bowfinger,"When a desperate movie producer fails to get a major star for his bargain basement film, he decides to shoot the film secretly around him.",PG-13,1999,97,Comedy            
719,Spy Kids 2: Island of Lost Dreams,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",PG,2002,100,"Action, Adventure, Comedy            "
720,The Tuxedo,A hapless chauffeur must take a comatose Secret Agent's place using his special gadget-laden tuxedo.,PG-13,2002,98,"Action, Comedy, Sci-Fi            "
721,Asterix & Obelix: Mission Cleopatra,Astérix and Obélix go to Egypt to help architect Numérobis who is building a palace for Cleopatra.,PG,2002,107,"Adventure, Comedy, Family            "
722,Open Water,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,R,2003,79,"Adventure, Drama, Horror            "
723,The Great Mouse Detective,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",G,1986,74,"Animation, Adventure, Family            "
724,RoboCop 3,"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",PG-13,1993,104,"Action, Crime, Sci-Fi            "
725,Ravenous,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",R,1999,101,"Adventure, Horror, Western            "
726,The Animatrix,A collection of nine short films featuring stories related to The Matrix (1999).,Unrated,2003,100,"Animation, Action, Adventure            "
727,Mr. Woodcock,"Taken aback by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, a man who made middle school hell for generations of students.",PG-13,2007,87,"Comedy, Romance, Sport            "
728,The Grudge 3,"A young Japanese woman who holds the key to stopping the evil spirit of Kayako, travels to the haunted Chicago apartment from the sequel, to stop the curse of Kayako once and for all.",R,2009,90,"Horror, Mystery, Thriller            "
729,Speed 2: Cruise Control,A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.,PG-13,1997,121,"Action, Adventure, Crime            "
730,Gremlins 2: The New Batch,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",PG-13,1990,106,"Comedy, Fantasy, Horror            "
731,A Nightmare on Elm Street 2: Freddy's Revenge,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.",R,1985,87,Horror            
732,Dance of the Dead,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.",R,2008,87,"Action, Comedy, Horror            "
733,The Deaths of Ian Stone,"An all-American guy is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again.",R,2007,87,"Horror, Thriller            "
734,Volcano,A volcano erupts in downtown Los Angeles and a city official and a seismologist try to stop its inevitable flow through the city.,PG-13,1997,104,"Action, Drama, Sci-Fi            "
735,Police Academy 2: Their First Assignment,When a new gang moves into town it's up to the screwball police team to stop them.,PG-13,1985,87,Comedy            
736,New Nightmare,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,R,1994,112,"Fantasy, Horror, Mystery            "
737,The Santa Clause,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.",PG,1994,97,"Comedy, Drama, Family            "
738,Black Knight,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.",PG-13,2001,95,"Adventure, Comedy, Fantasy            "
739,Forrest Gump,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",PG-13,1994,142,"Drama, Romance            "
740,Titanic,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",PG-13,1997,194,"Drama, Romance            "
741,Memento,A man with short-term memory loss attempts to track down his wife's murderer.,R,2000,113,"Mystery, Thriller            "
742,American History X,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,R,1998,119,Drama            
743,V for Vendetta,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V,"" plots to overthrow it with the help of a young woman.",R,2005,132,"Action, Drama, Sci-Fi            "
744,Goodfellas,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",R,1990,146,"Biography, Crime, Drama            "
745,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",PG-13,2008,126,"Action, Adventure, Sci-Fi            "
746,Casino Royale,"After earning 00 status and a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",PG-13,2006,144,"Action, Adventure, Thriller            "
747,Spider-Man,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",PG-13,2002,121,"Action, Adventure, Sci-Fi            "
748,Pirates of the Caribbean: Dead Man's Chest,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",PG-13,2006,151,"Action, Adventure, Fantasy            "
749,Independence Day,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",PG-13,1996,145,"Action, Adventure, Sci-Fi            "
750,Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,PG-13,2001,116,"Crime, Thriller            "
751,Pirates of the Caribbean: At World's End,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",PG-13,2007,169,"Action, Adventure, Fantasy            "
752,Armageddon,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",PG-13,1998,151,"Action, Adventure, Sci-Fi            "
753,Harry Potter and the Prisoner of Azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",PG,2004,142,"Adventure, Family, Fantasy            "
754,Harry Potter and the Order of the Phoenix,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",PG-13,2007,138,"Action, Adventure, Family            "
755,E.T. the Extra-Terrestrial,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,PG,1982,115,"Adventure, Family, Sci-Fi            "
756,Mr. & Mrs. Smith,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,PG-13,2005,120,"Action, Comedy, Crime            "
757,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,PG,2005,143,"Adventure, Family, Fantasy            "
758,Black Hawk Down,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",R,2001,144,"Action, Drama, War            "
759,Monty Python's Life of Brian,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",R,1979,94,Comedy            
760,The Mummy,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.",PG-13,1999,124,"Action, Adventure, Fantasy            "
761,Quantum of Solace,James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.,PG-13,2008,106,"Action, Adventure, Thriller            "
762,Meet the Parents,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",PG-13,2000,108,"Comedy, Romance            "
763,The Aviator,A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,PG-13,2004,170,"Biography, Drama            "
764,2012,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,PG-13,2009,158,"Action, Adventure, Sci-Fi            "
765,The Passion of the Christ,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",R,2004,127,Drama            
766,Ghostbusters,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",PG,1984,105,"Action, Comedy, Fantasy            "
767,Home Alone,An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.,PG,1990,103,"Comedy, Family            "
768,Kingdom of Heaven,"Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",R,2005,144,"Action, Adventure, Drama            "
769,Speed,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,R,1994,116,"Action, Adventure, Thriller            "
770,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,R,1982,109,"Horror, Mystery, Sci-Fi            "
771,Pineapple Express,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,R,2008,111,"Action, Comedy, Crime            "
772,Constantine,"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",R,2005,121,"Action, Fantasy, Horror            "
773,Back to the Future Part III,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",PG,1990,118,"Adventure, Comedy, Sci-Fi            "
774,Chicago,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",PG-13,2002,113,"Comedy, Crime, Musical            "
775,Death Proof,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.",TV-MA,2007,127,"Action, Thriller            "
776,Ice Age,"The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat, known as Scrat.",PG,2002,81,"Animation, Adventure, Comedy            "
777,"South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",R,1999,81,"Animation, Comedy, Fantasy            "
778,Street Fighter: The Legend of Chun-Li,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.",PG-13,2009,96,"Action, Crime, Fantasy            "
779,Martyrs,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",R,2008,99,Horror            
780,G.I. Joe: The Rise of Cobra,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",PG-13,2009,118,"Action, Adventure, Sci-Fi            "
781,Terminator Salvation,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",PG-13,2009,115,"Action, Sci-Fi            "
782,Spider-Man 3,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",PG-13,2007,139,"Action, Adventure, Sci-Fi            "
783,The Descent,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",R,2005,99,"Adventure, Horror, Thriller            "
784,The Descent: Part 2,"Refusing to believe her story about cave-dwelling monsters, the sole survivor of a spelunking exploration gone horribly wrong is forced to follow the authorities back into the caves where something awaits.",R,2009,94,"Adventure, Horror, Thriller            "
